deviceId,Ay,Ax,Gy,Gx,activity,My,Mx,Az,counter,Gz,Lilluminance,timestamp,Mz
73d32f5bb75976e4,0.552964985370636,0.12846601009368896,-0.40775224566459656,-0.4699077308177948,1,-17.899999618530273,-12.787500381469727,0.8004419803619385,0,0.15149445831775665,149.84625244140625,2023-06-08 20:23:18,-30.512500762939453
73d32f5bb75976e4,0.5461329817771912,0.08259399980306625,-0.623845636844635,-0.8588758707046509,1,-16.725000381469727,-14.287500381469727,0.5232580304145813,1,0.35277441143989563,171.55624389648438,2023-06-08 20:23:18,-31.875
73d32f5bb75976e4,0.5934690237045288,0.3134180009365082,0.2087630331516266,-0.45020735263824463,1,-14.162500381469727,-18.36250114440918,0.9800260066986084,2,-0.9778417944908142,152.55999755859375,2023-06-08 20:23:18,-34.88750076293945
73d32f5bb75976e4,0.28944501280784607,0.46616196632385254,0.31551164388656616,0.301003634929657,1,-12.71250057220459,-19.225000381469727,0.3500180244445801,0,-0.24006985127925873,138.08624267578125,2023-06-08 20:23:19,-35.78750228881836
73d32f5bb75976e4,0.658860981464386,0.6555060148239136,0.4324922561645508,-0.16997312009334564,1,-11.537500381469727,-19.462499618530273,0.9258579611778259,1,0.2029598206281662,126.77999877929688,2023-06-08 20:23:19,-36.900001525878906
73d32f5bb75976e4,0.3118929862976074,0.16945800185203552,1.9900447130203247,-0.7457131743431091,1,-10.112500190734863,-19.850000381469727,0.5247220396995544,2,0.5749764442443848,439.802490234375,2023-06-08 20:23:19,-38.01250076293945
73d32f5bb75976e4,0.34312498569488525,-0.05550999939441681,0.33979353308677673,-0.948520302772522,1,-24.375,-29.287500381469727,0.7599380016326904,0,0.22449280321598053,421.71124267578125,2023-06-08 20:23:31,-37.525001525878906
73d32f5bb75976e4,0.37094101309776306,0.10748200118541718,1.1493420600891113,-0.04260781779885292,1,-23.850000381469727,-27.80000114440918,1.0366339683532715,0,-0.015729768201708794,342.5612487792969,2023-06-08 20:23:32,-38.087501525878906
73d32f5bb75976e4,0.24064499139785767,0.14847400784492493,0.2565632164478302,0.2525925934314728,1,-22.774999618530273,-27.11250114440918,0.7545700073242188,1,0.3633118271827698,232.16249084472656,2023-06-08 20:23:32,-38.0625
73d32f5bb75976e4,0.2904210090637207,0.043554000556468964,-0.08582650125026703,0.011148282326757908,1,-20.212499618530273,-26.337499618530273,1.0029619932174683,2,0.7565560340881348,212.26124572753906,2023-06-08 20:23:32,-38.97500228881836
73d32f5bb75976e4,0.30994102358818054,0.04794600233435631,0.09086613357067108,-0.09880737960338593,1,-15.824999809265137,-24.075000762939453,0.8726660013198853,0,0.342542439699173,215.427490234375,2023-06-08 20:23:33,-41.38750076293945
