deviceId,Ay,Ax,Gy,Gx,activity,My,Mx,Az,counter,Gz,Lilluminance,timestamp,Mz
b973ac361183cbb0,0.3731369972229004,0.4962959885597229,0.5760247707366943,-0.40012815594673157,1,-13.432199478149414,15.274399757385254,1.2282044887542725,0,0.019440501928329468,0,2023-06-09 20:23:18,-28.364999771118164
b973ac361183cbb0,0.24262750148773193,0.4148915112018585,0.6298190355300903,-0.3270265460014343,1,-12.797800064086914,17.653400421142578,1.2774009704589844,1,0.404655396938324,,2023-06-09 20:23:18,-27.5231990814209
b973ac361183cbb0,0.131912499666214,0.2861205041408539,0.7334129214286804,-0.665104866027832,1,-11.223999977111816,19.031999588012695,0.9511120319366455,2,0.08375394344329834,0,2023-06-09 20:23:18,-27.279199600219727
b973ac361183cbb0,0.1979755014181137,0.05062999948859215,0.43208515644073486,-0.2523270845413208,1,-10.577400207519531,20.642398834228516,0.7516419887542725,0,0.3436708152294159,,2023-06-09 20:23:19,-26.18120002746582
b973ac361183cbb0,-0.13127200305461884,0.17098300158977509,2.1247403621673584,2.6754658222198486,1,-8.747400283813477,23.082399368286133,1.6068925857543945,1,-1.361767292022705,0,2023-06-09 20:23:19,-21.17919921875
b973ac361183cbb0,-0.2366190105676651,0.022326000034809113,,,1,,,0.7462739944458008,2,,,2023-06-09 20:23:19,
b973ac361183cbb0,0.29560598731040955,-0.13770750164985657,0.3358147144317627,-0.03861469775438309,1,-12.553799629211426,18.995399475097656,0.7688745260238647,0,-0.1311568170785904,45.58554458618164,2023-06-09 20:26:07,-23.350799560546875
b973ac361183cbb0,0.28975000977516174,0.08933449536561966,0.19094301760196686,-0.279357373714447,1,-12.236599922180176,19.776199340820312,0.740418016910553,1,0.41690558195114136,,2023-06-09 20:26:07,-22.52120018005371
b973ac361183cbb0,0.47092002630233765,-0.13932400941848755,-0.9955934286117554,-0.20532366633415222,1,-12.212200164794922,18.641599655151367,0.9813984632492065,2,0.12196917831897736,9.34279727935791,2023-06-09 20:26:07,-22.972599029541016
b973ac361183cbb0,-0.1298079937696457,-0.1882459968328476,-0.6949313879013062,0.08455286920070648,1,-12.22439956665039,16.872600555419922,0.9915244579315186,3,0.21930484473705292,,2023-06-09 20:26:07,-23.88759994506836
b973ac361183cbb0,0.2349415123462677,0.05526599660515785,-0.2870802879333496,-0.01810896210372448,1,-12.334199905395508,15.310999870300293,0.8070604801177979,0,-0.31530898809432983,0,2023-06-09 20:26:08,-24.619600296020508
