Bpressure,deviceId,Ay,Ax,Gy,Gx,activity,My,Mx,Az,counter,Gz,Lilluminance,timestamp,Mz
,5a287c6d3ffda73f,0.2332763522863388,0.1112060546875,,,1,,,0.94049072265625,3,,,2023-06-19 19:00:29,
,5a287c6d3ffda73f,0.08978271484375,0.10333251953125,-0.20999009907245636,-0.34328120946884155,1,26.766799926757812,8.332599639892578,1.0306396484375,4,0.01837579719722271,225,2023-06-19 19:00:29,-27.20599937438965
931.0174560546875,5a287c6d3ffda73f,0.1104736328125,0.12646484375,0.3334275186061859,-0.05712476372718811,1,28.047800064086914,9.46720027923584,0.96075439453125,0,0.30546435713768005,,2023-06-19 19:00:30,-26.205598831176758
931.021240234375,5a287c6d3ffda73f,0.0238037109375,0.2047729641199112,-0.16604797542095184,-0.09254477918148041,1,29.194599151611328,10.784799575805664,1.058837890625,1,0.02157158963382244,108,2023-06-19 19:00:30,-24.985599517822266
931.0062255859375,5a287c6d3ffda73f,0.06158447265625,0.14691162109375,-0.6538055539131165,0.2954775094985962,1,29.914400100708008,12.029199600219727,0.92974853515625,2,0.06657897680997849,114,2023-06-19 19:00:30,-23.765600204467773
930.9912109375,5a287c6d3ffda73f,0.1368408203125,0.39349365234375,0.08415582776069641,-0.7118624448776245,1,25.070999145507812,9.320799827575684,0.87353515625,3,-1.2286484241485596,164,2023-06-19 19:00:30,-26.85219955444336
,5a287c6d3ffda73f,0.0894775390625,0.4343262016773224,,,1,25.74199867248535,9.44279956817627,0.8770141005516052,4,,268,2023-06-19 19:00:30,-25.77859878540039
932.0924682617188,5a287c6d3ffda73f,0.4874267578125,-0.45623779296875,-0.47910231351852417,-0.14567480981349945,1,-28.51140022277832,-14.090999603271484,0.866943359375,0,0.21398483216762543,6620,2023-06-12 18:26:28,-26.766799926757812
932.2762451171875,5a287c6d3ffda73f,0.6348876953125,-0.47772216796875,0.5439502596855164,-0.6106624007225037,1,-21.996599197387695,-16.409000396728516,0.612060546875,1,1.1448920965194702,3082,2023-06-12 18:26:28,-28.962799072265625
932.28125,5a287c6d3ffda73f,0.0836181640625,0.2297973781824112,0.001464737462811172,0.792689323425293,1,-19.15399932861328,-17.421600341796875,1.165283203125,0,0.13315795361995697,2290,2023-06-12 18:26:29,-29.633798599243164
932.29248046875,5a287c6d3ffda73f,0.0728759765625,-0.06463623046875,-0.662061333656311,0.7599324584007263,1,-16.95800018310547,-18.53179931640625,0.9074707627296448,1,0.8804404139518738,743,2023-06-12 18:26:29,-29.597198486328125
